"distrib","size","richness","dilfactor","filename","sample","nicheN","nichedist","group_success","success","final_size","evenness","shannon","gini","group_sizes"
"lognorm","10000","1000","0.0005","../../results_null_model/2024_simcomms_WITH_GROUPS/SIMCOMM_SIMS_10_EvenGroups_0.0005_lognorm_10000_sp_1000_1/simul_1_t_0.csv","1_lognorm_10000_1000","10","EvenGroups","3;NA;NA;NA;NA;NA;NA;NA;NA;3","NA","10000","0.936260338761597","6.46745729758203","0.494244244244244","2502, 2503, 0, 2502, 0, 2502, 0, 0, 0, 0;0, 0, 2502, 0, 0, 0, 0, 2502, 2502, 2503;2001, 0, 2001, 0, 0, 0, 2001, 2001, 0, 2001;0, 2502, 0, 2502, 0, 2502, 0, 0, 2503, 0;0, 0, 0, 0, 2001, 2001, 2001, 2001, 0, 2001;0, 3340, 0, 0, 0, 0, 0, 3341, 0, 3341;0, 2503, 0, 2502, 0, 0, 0, 2502, 2502, 0;0, 3340, 0, 0, 0, 0, 0, 3340, 3342, 0;0, 0, 0, 2503, 2502, 2502, 2502, 0, 0, 0;0, 0, 0, 2502, 2503, 0, 0, 2502, 2502, 0;0, 0, 2001, 0, 0, 2001, 0, 2001, 2001, 2001;2502, 0, 0, 2503, 2502, 0, 0, 0, 2502, 0;2502, 0, 0, 0, 0, 2502, 0, 0, 2503, 2502;0, 0, 0, 0, 2001, 0, 2001, 2001, 2001, 2001;0, 0, 0, 0, 0, 5003, 0, 0, 0, 5002;0, 2001, 0, 2001, 2001, 0, 0, 2001, 0, 2001;2001, 0, 0, 0, 0, 2001, 2001, 2001, 0, 2001;0, 0, 2502, 2502, 2502, 0, 2503, 0, 0, 0;0, 0, 0, 2001, 0, 2001, 2001, 0, 2001, 2001;0, 2503, 0, 2502, 0, 0, 0, 2502, 2502, 0;0, 2502, 0, 2502, 2503, 0, 2502, 0, 0, 0;0, 5002, 0, 0, 4999, 0, 0, 0, 0, 0;0, 0, 2503, 0, 2502, 0, 0, 0, 2502, 2502;0, 0, 0, 0, 0, 5001, 5000, 0, 0, 0;3341, 0, 3341, 0, 0, 0, 0, 3340, 0, 0;2502, 0, 0, 0, 2502, 0, 2503, 0, 0, 2502;2001, 0, 0, 0, 2001, 2001, 2001, 2001, 0, 0;0, 0, 5008, 0, 0, 0, 0, 5009, 0, 0;2001, 0, 0, 2001, 2001, 0, 2001, 0, 2001, 0;2503, 0, 0, 0, 0, 2502, 0, 2502, 0, 2502;0, 0, 2503, 0, 2502, 0, 2502, 0, 2502, 0;0, 0, 0, 2503, 2502, 0, 0, 0, 2502, 2502;0, 2502, 0, 2503, 2502, 0, 0, 0, 0, 2502;0, 0, 0, 0, 2502, 0, 2503, 2502, 2502, 0;0, 0, 0, 0, 0, 2502, 2502, 2503, 2502, 0;0, 0, 2001, 2001, 0, 0, 2001, 0, 2001, 2001;2001, 2001, 2001, 2001, 2001, 0, 0, 0, 0, 0;0, 5009, 0, 0, 0, 0, 5008, 0, 0, 0;2502, 2502, 0, 0, 0, 2502, 2503, 0, 0, 0;0, 0, 0, 3341, 3340, 0, 0, 0, 3340, 0;3340, 0, 0, 0, 0, 0, 0, 3341, 0, 3341;0, 2001, 0, 2001, 0, 2001, 0, 2001, 2001, 0;2502, 0, 0, 2502, 0, 2502, 0, 2503, 0, 0;0, 0, 2502, 2502, 0, 0, 2502, 0, 2503, 0;2503, 2502, 2502, 0, 2502, 0, 0, 0, 0, 0;2502, 0, 0, 0, 2502, 0, 2502, 2503, 0, 0;0, 0, 2502, 0, 2503, 0, 2502, 0, 0, 2502;2502, 0, 0, 2503, 0, 0, 2502, 0, 0, 2502;0, 2502, 0, 2502, 0, 0, 2503, 2502, 0, 0;2001, 2001, 0, 2001, 2001, 0, 2001, 0, 0, 0;0, 0, 2503, 2502, 0, 0, 2502, 0, 0, 2502;0, 0, 2502, 2502, 0, 0, 2503, 0, 0, 2502;0, 0, 2001, 2001, 0, 2001, 2001, 0, 2001, 0;0, 2503, 0, 2502, 2502, 0, 0, 0, 2502, 0;0, 0, 2502, 0, 0, 0, 2503, 2502, 0, 2502;0, 0, 0, 2502, 2503, 0, 0, 2502, 0, 2502;0, 0, 2502, 0, 2503, 0, 0, 2502, 0, 2502;0, 0, 0, 0, 2502, 0, 0, 2502, 2503, 2502;0, 0, 0, 0, 2001, 2001, 0, 2001, 2001, 2001;2502, 2502, 0, 0, 0, 0, 0, 0, 2502, 2503;0, 2503, 2502, 0, 0, 0, 2502, 0, 2502, 0;2502, 2503, 0, 0, 2502, 0, 0, 0, 0, 2502;2001, 2001, 0, 0, 2001, 0, 2001, 2001, 0, 0;0, 2502, 0, 2503, 0, 0, 2502, 2502, 0, 0;0, 2502, 0, 0, 2503, 0, 0, 0, 2502, 2502;0, 0, 3341, 0, 3341, 0, 0, 0, 3340, 0;2502, 2503, 0, 0, 0, 0, 0, 2502, 2502, 0;0, 0, 0, 2001, 2001, 0, 2001, 2001, 0, 2001;0, 2001, 2001, 2001, 0, 0, 0, 2001, 0, 2001;0, 0, 0, 0, 0, 2502, 2502, 0, 2502, 2503;0, 3341, 3341, 3340, 0, 0, 0, 0, 0, 0;0, 0, 0, 2503, 0, 2502, 2502, 2502, 0, 0;2001, 0, 2001, 2001, 0, 0, 0, 2001, 0, 2001;2001, 2001, 0, 2001, 0, 2001, 0, 2001, 0, 0;0, 3341, 0, 0, 0, 0, 0, 3340, 0, 3341;2502, 0, 2502, 2503, 0, 0, 2502, 0, 0, 0;0, 2502, 2503, 2502, 0, 0, 0, 0, 0, 2502;0, 0, 2502, 0, 2503, 0, 0, 2502, 2502, 0;0, 0, 2503, 2502, 0, 0, 0, 0, 2502, 2502;2502, 0, 0, 2502, 2502, 0, 0, 0, 2503, 0;3341, 0, 0, 0, 0, 0, 0, 0, 3341, 3340;0, 0, 2502, 2502, 0, 0, 0, 2503, 0, 2502;0, 0, 0, 0, 0, 2502, 0, 2502, 2502, 2503;5007, 0, 0, 0, 0, 0, 5010, 0, 0, 0;0, 0, 2001, 2001, 2001, 2001, 0, 2001, 0, 0;0, 2503, 2502, 0, 2502, 0, 2502, 0, 0, 0;3340, 3341, 0, 0, 0, 0, 3341, 0, 0, 0;2502, 2502, 0, 0, 2502, 0, 0, 0, 0, 2503;0, 0, 2502, 0, 2502, 0, 2502, 0, 2502, 0;0, 2001, 0, 0, 2001, 2001, 0, 2001, 2001, 0;5009, 0, 0, 0, 0, 5008, 0, 0, 0, 0;0, 0, 0, 0, 0, 3340, 3341, 0, 3341, 0;0, 0, 0, 0, 3340, 0, 0, 3340, 3341, 0;2502, 0, 2503, 0, 0, 0, 0, 2502, 2502, 0;0, 0, 0, 2001, 2001, 2001, 0, 0, 2001, 2001;0, 0, 0, 3340, 0, 0, 0, 3341, 0, 3341;3341, 0, 0, 0, 0, 0, 3341, 0, 0, 3340;0, 0, 0, 2502, 2502, 0, 0, 2503, 2502, 0;0, 0, 2001, 0, 0, 2001, 0, 2001, 2001, 2001;2502, 0, 0, 2502, 0, 0, 2503, 0, 2502, 0;2502, 0, 2503, 0, 0, 0, 2502, 0, 2502, 0;0, 2001, 0, 0, 2001, 0, 2001, 2001, 0, 2001;0, 0, 0, 0, 2001, 0, 2001, 2001, 2001, 2001;2502, 0, 2503, 2502, 0, 0, 0, 2502, 0, 0;0, 0, 0, 0, 0, 3340, 3341, 0, 3341, 0;0, 0, 0, 0, 0, 3340, 0, 0, 3342, 3340;2001, 0, 2001, 0, 2001, 2001, 0, 2001, 0, 0;3340, 3340, 0, 0, 0, 0, 0, 0, 0, 3342;0, 0, 2502, 0, 0, 2503, 0, 2502, 0, 2502;0, 2001, 2001, 2001, 0, 2001, 0, 0, 2001, 0;0, 2502, 2502, 0, 0, 2503, 2502, 0, 0, 0;0, 2503, 2502, 0, 0, 0, 0, 2502, 2502, 0;0, 2503, 0, 0, 0, 0, 2502, 2502, 2502, 0;2001, 0, 2001, 2001, 2001, 0, 0, 0, 2001, 0;3341, 3341, 0, 3340, 0, 0, 0, 0, 0, 0;0, 0, 2503, 2502, 2502, 0, 0, 2502, 0, 0;0, 0, 2001, 2001, 0, 0, 2001, 2001, 0, 2001;3340, 0, 0, 0, 0, 0, 3341, 0, 0, 3341;2001, 2001, 2001, 0, 0, 2001, 0, 2001, 0, 0;0, 2502, 0, 2503, 0, 2502, 0, 2502, 0, 0;3341, 0, 0, 0, 0, 3341, 0, 0, 0, 3340;2001, 0, 2001, 2001, 0, 2001, 0, 2001, 0, 0;0, 2502, 2503, 0, 0, 0, 2502, 2502, 0, 0;2502, 0, 0, 2502, 0, 2502, 0, 0, 2503, 0;0, 0, 0, 0, 5007, 0, 0, 0, 5010, 0;0, 0, 0, 0, 0, 2502, 2502, 0, 2502, 2503;0, 2001, 0, 0, 2001, 0, 2001, 2001, 0, 2001;0, 0, 0, 2503, 2502, 0, 0, 0, 2502, 2502;2502, 2502, 2503, 0, 0, 2502, 0, 0, 0, 0;0, 0, 0, 0, 5009, 0, 0, 0, 0, 5008;0, 2001, 2001, 2001, 0, 0, 2001, 0, 0, 2001;3341, 0, 3340, 0, 0, 0, 0, 0, 3341, 0;2001, 0, 0, 2001, 0, 2001, 2001, 0, 2001, 0;3341, 0, 0, 3341, 0, 0, 0, 0, 3340, 0;0, 0, 0, 2502, 0, 0, 2503, 0, 2502, 2502;0, 0, 0, 2502, 2502, 2502, 2503, 0, 0, 0;0, 2001, 2001, 0, 2001, 0, 0, 2001, 2001, 0;0, 0, 2502, 2502, 2503, 2502, 0, 0, 0, 0;2503, 0, 2502, 2502, 0, 0, 0, 2502, 0, 0;0, 2001, 0, 2001, 0, 2001, 2001, 0, 0, 2001;2001, 2001, 0, 0, 2001, 0, 0, 0, 2001, 2001;0, 0, 2502, 0, 2503, 0, 2502, 0, 0, 2502;2503, 0, 0, 2502, 0, 2502, 0, 0, 0, 2502;0, 0, 0, 3341, 3340, 0, 3341, 0, 0, 0;0, 2503, 0, 0, 0, 0, 2502, 2502, 0, 2502;2502, 2502, 0, 0, 0, 2503, 2502, 0, 0, 0;0, 2502, 0, 2503, 0, 2502, 0, 0, 2502, 0;0, 0, 0, 3340, 0, 3341, 0, 0, 0, 3341;0, 2502, 0, 2502, 0, 0, 0, 0, 2503, 2502;0, 0, 0, 2503, 2502, 0, 0, 2502, 0, 2502;3341, 0, 0, 0, 0, 0, 0, 0, 3340, 3341;2502, 0, 0, 0, 2502, 0, 0, 2503, 0, 2502;2001, 0, 0, 2001, 0, 2001, 2001, 2001, 0, 0;3340, 0, 0, 0, 0, 0, 3341, 3341, 0, 0;0, 0, 0, 2502, 2502, 0, 2503, 2502, 0, 0;2502, 0, 0, 0, 2502, 0, 2503, 2502, 0, 0;0, 2001, 2001, 2001, 2001, 0, 0, 0, 2001, 0;0, 0, 0, 0, 2502, 2503, 2502, 2502, 0, 0;0, 0, 0, 0, 2503, 0, 2502, 0, 2502, 2502;2001, 2001, 2001, 2001, 0, 0, 0, 0, 2001, 0;0, 2502, 0, 0, 0, 0, 2502, 2503, 2502, 0;0, 2001, 2001, 0, 2001, 2001, 0, 2001, 0, 0;0, 2001, 0, 2001, 0, 0, 2001, 2001, 0, 2001;3341, 0, 0, 0, 0, 3341, 0, 3340, 0, 0;0, 2503, 0, 2502, 0, 0, 2502, 2502, 0, 0;0, 0, 0, 0, 2001, 2001, 2001, 2001, 2001, 0;0, 2502, 0, 2502, 0, 0, 2503, 0, 2502, 0;0, 0, 2502, 0, 0, 0, 2503, 2502, 0, 2502;2502, 0, 0, 2502, 0, 2502, 0, 2502, 0, 0;0, 2502, 0, 0, 2502, 2502, 2503, 0, 0, 0;2001, 0, 2001, 0, 0, 2001, 2001, 2001, 0, 0;2502, 2502, 0, 0, 0, 0, 2503, 0, 2502, 0;2001, 2001, 0, 0, 2001, 2001, 0, 0, 2001, 0;0, 0, 0, 3341, 0, 0, 3340, 3341, 0, 0;0, 0, 0, 2502, 0, 0, 2502, 2502, 0, 2503;0, 0, 2503, 0, 0, 2502, 2502, 0, 0, 2502;0, 0, 2502, 0, 0, 2502, 0, 2503, 0, 2502;2001, 0, 0, 2001, 0, 2001, 2001, 2001, 0, 0;0, 2503, 0, 2502, 0, 0, 2502, 2502, 0, 0;0, 0, 0, 5010, 0, 0, 0, 5007, 0, 0;0, 2503, 0, 0, 0, 2502, 2502, 0, 0, 2502;0, 2502, 0, 2503, 2502, 0, 2502, 0, 0, 0;0, 3341, 0, 0, 0, 3340, 0, 0, 0, 3341;0, 0, 0, 0, 0, 2502, 2502, 2502, 0, 2503;2001, 2001, 0, 0, 0, 2001, 0, 2001, 2001, 0;3340, 3341, 0, 0, 0, 3341, 0, 0, 0, 0;2502, 0, 0, 0, 2503, 2502, 2502, 0, 0, 0;0, 2502, 2503, 0, 0, 2502, 0, 0, 0, 2502;0, 0, 0, 2001, 0, 2001, 0, 2001, 2001, 2001;0, 2502, 0, 0, 0, 2502, 2503, 2502, 0, 0;0, 3340, 0, 0, 0, 0, 3340, 0, 3341, 0;0, 0, 0, 0, 3341, 0, 0, 3340, 3340, 0;0, 0, 0, 3341, 0, 0, 0, 3340, 0, 3341;0, 0, 0, 2502, 0, 2503, 2502, 0, 0, 2502;2502, 2502, 0, 0, 0, 0, 0, 2503, 0, 2502;2502, 0, 0, 0, 2502, 0, 2503, 0, 2502, 0;2503, 0, 0, 0, 2502, 2502, 0, 0, 2502, 0;0, 0, 0, 2502, 2502, 0, 0, 2503, 0, 2502;2001, 2001, 0, 0, 2001, 0, 2001, 0, 2001, 0;0, 2503, 0, 2502, 0, 0, 2502, 0, 2502, 0"
"lognorm","10000","1000","0.0005","../../results_null_model/2024_simcomms_WITH_GROUPS/SIMCOMM_SIMS_10_EvenGroups_0.0005_lognorm_10000_sp_1000_2/simul_2_t_0.csv","2_lognorm_10000_1000","10","EvenGroups","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","NA","10000","0.933740232092053","6.45004901743188","0.498108308308308","0, 2502, 0, 2503, 2502, 0, 2502, 0, 0, 0;2502, 2502, 0, 0, 0, 0, 0, 0, 2503, 2502;2001, 2001, 0, 0, 2001, 2001, 0, 0, 2001, 0;0, 2502, 2503, 0, 0, 0, 0, 2502, 0, 2502;0, 0, 2502, 2502, 2502, 2503, 0, 0, 0, 0;2502, 0, 0, 0, 2502, 0, 2502, 2503, 0, 0;0, 0, 2001, 0, 0, 2001, 0, 2001, 2001, 2001;0, 4999, 0, 0, 0, 5002, 0, 0, 0, 0;0, 0, 2001, 2001, 0, 2001, 2001, 0, 0, 2001;0, 2502, 0, 0, 2502, 0, 2503, 0, 2502, 0;2001, 0, 0, 2001, 0, 2001, 0, 2001, 2001, 0;2001, 2001, 0, 2001, 0, 0, 0, 0, 2001, 2001;0, 0, 0, 0, 0, 2502, 2503, 2502, 2502, 0;0, 0, 2503, 2502, 0, 2502, 2502, 0, 0, 0;0, 2503, 0, 2502, 0, 0, 0, 0, 2502, 2502;3341, 0, 3340, 0, 3340, 0, 0, 0, 0, 0;0, 2502, 0, 0, 2502, 0, 2502, 2503, 0, 0;0, 0, 2502, 0, 2502, 0, 2503, 2502, 0, 0;0, 0, 0, 0, 2001, 2001, 0, 2001, 2001, 2001;0, 0, 0, 0, 2001, 2001, 2001, 0, 2001, 2001;0, 0, 5009, 5007, 0, 0, 0, 0, 0, 0;0, 2001, 2001, 2001, 2001, 2001, 0, 0, 0, 0;0, 0, 3341, 0, 0, 3340, 0, 3341, 0, 0;0, 2001, 2001, 2001, 2001, 0, 2001, 0, 0, 0;0, 0, 2502, 0, 0, 2503, 0, 2502, 2502, 0;0, 0, 0, 2502, 2503, 0, 2502, 0, 0, 2502;0, 0, 0, 2502, 0, 2502, 2502, 0, 2503, 0;2503, 0, 0, 0, 2502, 2502, 0, 0, 2502, 0;0, 0, 0, 2001, 2001, 2001, 2001, 0, 0, 2001;2001, 0, 0, 2001, 2001, 0, 0, 2001, 0, 2001;3341, 0, 0, 0, 3340, 0, 0, 0, 3341, 0;2502, 0, 2502, 0, 0, 0, 2502, 0, 2503, 0;0, 2502, 0, 2502, 2503, 0, 0, 0, 0, 2502;0, 0, 0, 2502, 2503, 2502, 0, 0, 2502, 0;0, 0, 0, 2502, 2502, 0, 2503, 0, 0, 2502;2001, 0, 2001, 2001, 0, 0, 2001, 0, 0, 2001;0, 0, 0, 2001, 2001, 2001, 2001, 2001, 0, 0;0, 0, 0, 0, 3340, 3341, 3341, 0, 0, 0;0, 2503, 2502, 0, 0, 0, 2502, 2502, 0, 0;2001, 2001, 2001, 2001, 0, 0, 0, 0, 2001, 0;0, 0, 2001, 0, 2001, 2001, 2001, 0, 0, 2001;3340, 0, 0, 0, 0, 3341, 0, 0, 0, 3340;0, 2001, 2001, 0, 0, 0, 0, 2001, 2001, 2001;0, 0, 2502, 2502, 0, 0, 0, 2502, 2503, 0;2502, 2502, 0, 2503, 0, 0, 0, 0, 2502, 0;0, 2502, 2502, 0, 0, 0, 2502, 0, 0, 2503;2502, 0, 2502, 0, 0, 0, 0, 2502, 0, 2503;0, 0, 3340, 0, 0, 3341, 0, 3341, 0, 0;0, 0, 2502, 0, 2502, 0, 0, 0, 2503, 2502;3340, 0, 0, 0, 3341, 0, 0, 0, 0, 3341;2502, 0, 0, 0, 0, 0, 0, 2502, 2503, 2502;0, 0, 0, 0, 2502, 2502, 0, 0, 2502, 2503;0, 0, 0, 0, 0, 2502, 0, 2503, 2502, 2502;2001, 2001, 0, 2001, 2001, 0, 0, 2001, 0, 0;2503, 0, 2502, 0, 0, 0, 2502, 2502, 0, 0;2502, 0, 0, 0, 2502, 2503, 0, 2502, 0, 0;0, 2503, 0, 2502, 0, 0, 0, 2502, 2502, 0;2502, 0, 0, 0, 0, 0, 2502, 2502, 0, 2503;0, 2502, 0, 2502, 0, 2502, 0, 0, 0, 2503;0, 0, 2001, 0, 2001, 2001, 2001, 0, 0, 2001;0, 0, 2502, 2503, 0, 0, 2502, 0, 2502, 0;0, 0, 2502, 2503, 0, 2502, 2502, 0, 0, 0;0, 0, 2502, 2502, 0, 0, 2502, 0, 2503, 0;0, 2503, 0, 2502, 0, 2502, 0, 0, 2502, 0;0, 3340, 0, 3341, 0, 0, 0, 0, 0, 3341;0, 0, 0, 2502, 0, 2502, 0, 2502, 2503, 0;2502, 0, 0, 2502, 2502, 0, 0, 0, 0, 2502;0, 0, 0, 0, 2502, 0, 2502, 0, 2502, 2503;2503, 2502, 0, 2502, 0, 0, 0, 0, 0, 2502;2502, 0, 0, 2502, 0, 0, 0, 2502, 0, 2503;2502, 2502, 2502, 0, 0, 0, 0, 0, 2503, 0;2502, 0, 0, 2502, 0, 0, 2502, 0, 2503, 0;3340, 3340, 0, 3341, 0, 0, 0, 0, 0, 0;2001, 2001, 0, 0, 2001, 0, 0, 2001, 2001, 0;0, 0, 0, 0, 0, 3340, 3340, 3342, 0, 0;5001, 5000, 0, 0, 0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 3340, 3341, 3341, 0, 0;0, 2502, 0, 0, 0, 2502, 2503, 2502, 0, 0;2001, 2001, 0, 0, 2001, 0, 0, 2001, 2001, 0;2502, 2502, 2502, 0, 2503, 0, 0, 0, 0, 0;0, 2001, 0, 2001, 2001, 2001, 0, 0, 0, 2001;0, 0, 0, 2503, 2502, 0, 2502, 0, 2502, 0;0, 0, 0, 5008, 0, 0, 5009, 0, 0, 0;2503, 2502, 0, 2502, 0, 0, 0, 0, 0, 2502;0, 3340, 0, 0, 0, 0, 3340, 0, 3341, 0;0, 0, 0, 0, 2001, 2001, 2001, 2001, 0, 2001;2001, 0, 2001, 2001, 0, 2001, 2001, 0, 0, 0;2503, 2502, 2502, 0, 0, 0, 2502, 0, 0, 0;2001, 2001, 2001, 0, 0, 2001, 0, 0, 0, 2001;2503, 0, 0, 2502, 2502, 0, 2502, 0, 0, 0;2502, 0, 0, 2503, 0, 2502, 0, 0, 0, 2502;0, 0, 0, 2502, 2502, 2503, 2502, 0, 0, 0;0, 0, 0, 2503, 2502, 0, 2502, 0, 0, 2502;2503, 0, 2502, 0, 0, 2502, 0, 0, 0, 2502;0, 0, 0, 2502, 2503, 0, 0, 2502, 0, 2502;3341, 0, 0, 3340, 3340, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 3341, 3341, 0, 0, 3340;2502, 0, 0, 0, 2503, 2502, 0, 2502, 0, 0;0, 2001, 0, 2001, 0, 2001, 0, 2001, 0, 2001;2503, 2502, 2502, 2502, 0, 0, 0, 0, 0, 0;2001, 2001, 0, 2001, 2001, 0, 2001, 0, 0, 0;2503, 0, 0, 0, 2502, 2502, 0, 0, 0, 2502;3340, 0, 0, 3341, 0, 0, 0, 0, 3341, 0;0, 0, 0, 2502, 2502, 0, 0, 0, 2503, 2502;0, 0, 0, 0, 0, 2502, 2502, 2502, 2503, 0;2502, 2502, 0, 2503, 0, 0, 0, 0, 0, 2502;2001, 2001, 0, 0, 0, 0, 0, 2001, 2001, 2001;2001, 0, 0, 2001, 0, 0, 2001, 2001, 0, 2001;0, 0, 0, 0, 0, 2502, 2502, 2502, 0, 2503;0, 0, 0, 4999, 0, 0, 5002, 0, 0, 0;0, 2502, 2502, 2502, 0, 2503, 0, 0, 0, 0;2502, 2503, 0, 0, 0, 2502, 0, 0, 2502, 0;2502, 2502, 0, 0, 0, 0, 0, 2502, 2503, 0;0, 0, 0, 0, 2502, 2502, 0, 0, 2503, 2502;2502, 0, 0, 0, 2502, 0, 0, 2503, 2502, 0;0, 0, 0, 2502, 0, 0, 2502, 2503, 0, 2502;2001, 0, 2001, 2001, 0, 2001, 2001, 0, 0, 0;2502, 0, 2503, 0, 0, 0, 0, 0, 2502, 2502;0, 2503, 0, 0, 2502, 0, 0, 0, 2502, 2502;0, 0, 0, 0, 2502, 2502, 2502, 0, 2503, 0;0, 2502, 2502, 0, 2502, 0, 0, 0, 2503, 0;2502, 0, 0, 0, 2503, 0, 0, 0, 2502, 2502;0, 0, 2502, 0, 2502, 2502, 0, 0, 2503, 0;2001, 0, 0, 0, 2001, 2001, 2001, 0, 2001, 0;2001, 2001, 0, 0, 2001, 2001, 2001, 0, 0, 0;0, 0, 0, 2502, 0, 0, 0, 2502, 2503, 2502;0, 3341, 0, 0, 3340, 3341, 0, 0, 0, 0;2503, 2502, 0, 2502, 0, 0, 0, 2502, 0, 0;2001, 2001, 0, 2001, 2001, 0, 0, 0, 0, 2001;0, 2001, 0, 2001, 2001, 2001, 0, 2001, 0, 0;2001, 0, 0, 2001, 2001, 0, 2001, 0, 2001, 0;2001, 2001, 2001, 2001, 0, 0, 0, 2001, 0, 0;0, 0, 0, 2001, 2001, 2001, 0, 0, 2001, 2001;0, 0, 2502, 0, 2502, 0, 0, 2503, 0, 2502;0, 0, 0, 0, 2502, 2502, 2502, 0, 0, 2503;0, 0, 0, 0, 2502, 0, 2502, 2503, 2502, 0;0, 2503, 0, 2502, 0, 0, 2502, 0, 2502, 0;0, 0, 0, 0, 0, 0, 0, 5001, 5000, 0;0, 0, 0, 0, 0, 2502, 2503, 2502, 2502, 0;0, 0, 0, 3341, 3340, 0, 0, 0, 0, 3341;0, 0, 2502, 0, 0, 0, 2502, 0, 2503, 2502;2502, 2503, 0, 0, 0, 2502, 0, 0, 0, 2502;2001, 0, 0, 2001, 2001, 2001, 0, 0, 2001, 0;2001, 0, 0, 0, 2001, 0, 2001, 2001, 0, 2001;0, 0, 0, 2502, 2503, 0, 0, 0, 2502, 2502;2001, 0, 0, 2001, 2001, 0, 0, 2001, 0, 2001;0, 2502, 2502, 0, 0, 0, 2503, 0, 2502, 0;2503, 2502, 0, 2502, 0, 0, 0, 0, 2502, 0;3341, 3340, 0, 0, 0, 0, 3341, 0, 0, 0;0, 0, 2001, 2001, 0, 2001, 2001, 0, 2001, 0;2502, 0, 0, 2502, 0, 2502, 0, 0, 2503, 0;0, 2001, 2001, 2001, 0, 2001, 0, 0, 0, 2001;2001, 0, 2001, 0, 0, 2001, 2001, 0, 0, 2001;2001, 2001, 0, 2001, 2001, 0, 0, 2001, 0, 0;0, 0, 0, 2502, 0, 0, 2502, 2503, 0, 2502;2502, 0, 0, 2502, 2502, 0, 0, 0, 2503, 0;2502, 0, 2503, 0, 0, 0, 0, 0, 2502, 2502;0, 0, 2001, 0, 2001, 2001, 2001, 0, 0, 2001;3341, 0, 3341, 0, 3340, 0, 0, 0, 0, 0;3341, 0, 0, 0, 3340, 0, 0, 0, 0, 3341;2502, 0, 0, 0, 0, 2502, 2503, 0, 0, 2502;0, 0, 3340, 3340, 0, 0, 3342, 0, 0, 0;5008, 0, 0, 0, 0, 0, 0, 0, 0, 5009;0, 2503, 0, 0, 0, 0, 2502, 2502, 2502, 0;2502, 0, 0, 2503, 2502, 0, 0, 2502, 0, 0;2502, 0, 0, 2503, 0, 0, 0, 0, 2502, 2502;2001, 0, 2001, 0, 0, 0, 2001, 2001, 0, 2001;2001, 0, 0, 0, 2001, 0, 2001, 2001, 2001, 0;2502, 0, 0, 0, 0, 0, 2502, 2502, 2503, 0;0, 0, 2502, 0, 2502, 0, 2503, 0, 0, 2502;0, 2001, 2001, 0, 0, 2001, 2001, 0, 2001, 0;2001, 2001, 0, 2001, 0, 0, 2001, 0, 0, 2001;0, 0, 3340, 0, 3342, 0, 0, 0, 3340, 0;0, 0, 2001, 2001, 2001, 0, 2001, 2001, 0, 0;2503, 0, 0, 0, 0, 2502, 2502, 2502, 0, 0;0, 2502, 0, 0, 2502, 2502, 2503, 0, 0, 0;0, 0, 0, 2001, 2001, 2001, 0, 2001, 2001, 0;2502, 2502, 0, 0, 2502, 0, 0, 2503, 0, 0;2001, 0, 2001, 0, 2001, 0, 0, 2001, 0, 2001;2502, 0, 0, 0, 0, 0, 2502, 0, 2503, 2502;2001, 0, 2001, 0, 2001, 0, 0, 0, 2001, 2001;0, 2502, 2502, 0, 2502, 2503, 0, 0, 0, 0;0, 2502, 0, 0, 0, 0, 2502, 0, 2502, 2503;0, 0, 0, 0, 0, 5009, 0, 0, 0, 5008;0, 2503, 0, 2502, 2502, 0, 0, 0, 2502, 0;0, 2502, 0, 0, 0, 0, 0, 2502, 2502, 2503;3340, 3341, 0, 0, 0, 0, 3341, 0, 0, 0;0, 2001, 2001, 0, 2001, 0, 2001, 0, 0, 2001;0, 0, 0, 0, 2502, 2503, 0, 2502, 2502, 0;0, 2001, 0, 2001, 2001, 0, 2001, 0, 0, 2001;2502, 0, 2502, 0, 2502, 0, 0, 0, 2502, 0;2502, 0, 2502, 0, 0, 0, 2503, 0, 2502, 0;0, 0, 0, 3340, 0, 3341, 0, 3340, 0, 0;0, 0, 0, 2503, 0, 2502, 2502, 0, 2502, 0;2001, 2001, 0, 0, 2001, 0, 2001, 0, 0, 2001;2502, 0, 0, 0, 0, 2502, 2502, 0, 2503, 0;2001, 2001, 2001, 0, 0, 2001, 0, 0, 2001, 0;2001, 0, 2001, 0, 2001, 0, 2001, 2001, 0, 0;2502, 0, 2502, 0, 0, 0, 0, 2502, 2503, 0;0, 2502, 2502, 0, 0, 2502, 2503, 0, 0, 0"
